metric,action_budget,candidate_policy_id,baseline_policy_id,group_id,disease_group,patient_count,mean_paired_difference
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,lung_cancer,폐암,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,migraine,편두통,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ovarian_cancer,난소암,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,retinal_detachment,망막박리,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.0666666666666667
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.013333333333333308
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.013333333333333345
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.053333333333333344
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.053333333333333344
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.06666666666666661
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.09333333333333331
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.19333333333333336
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.0866666666666666
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.20222222222222222
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.12777777777777782
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.1733333333333333
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.18
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.17444444444444449
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.2044444444444444
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.17777777777777778
trial_status_recovery_normalized_auc,,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.1177777777777778
